Raza,Sexo,Peso,Largo,Cintura,Color,Talla,Edad,Reporte,Equipo,Fecha,Error,Tiempo
abisinio,macho,626.68,27,NA,marrón oscuro,NA,14,Ser. No.: 0372EK3-Z - Date: 2024-03-05 15:12:03.833 - Status: OK,3,2024-03-05T20:12:03Z,FALSE,7.094633332888285
andino,macho,720.11,NA,NA,blanco,NA,36,Ser. No.: 0372EK3-Z - Date: 2024-03-05 15:14:30.949 - Status: OK,3,2024-03-05T20:14:30Z,FALSE,2.4519333322842916
andino,hembra,749.86,23,NA,blanco,NA,40,Ser. No.: 6543BF2-X - Date: 2024-03-05 15:15:33.663 - Status: OK,1,2024-03-05T20:15:33Z,FALSE,9.850850001970928
peruano,macho,852.86,30,NA,pintado,NA,31,Ser. No.: 6543BF2-X - Date: 2024-03-05 15:16:47.424 - Status: OK,1,2024-03-05T20:16:47Z,FALSE,1.2293499986330667
andino,macho,799.54,27,18,blanco,sano,59,Ser. No.: 0372EK3-Z - Date: 2024-03-05 15:16:56.727 - Status: OK,3,2024-03-05T20:16:56Z,FALSE,2.429633335272471
peruano,hembra,653.13,22,NA,negro,NA,26,Ser. No.: 4653OK2-X - Date: 2024-03-05 15:19:24.011 - Status: OK,2,2024-03-05T20:19:24Z,FALSE,7.365216664473215
abisinio,macho,668.15,21,16,gris,gordo,53,Ser. No.: 6543BF2-X - Date: 2024-03-05 15:20:03.719 - Status: OK,1,2024-03-05T20:20:03Z,FALSE,3.271583334604899
andino,macho,808.77,22,17,blanco,gordo,20,Ser. No.: 6543BF2-X - Date: 2024-03-05 15:20:24.385 - Status: OK,1,2024-03-05T20:20:24Z,FALSE,0.344433331489563
andino,hembra,657.18,NA,15,blanco,gordo,54,Ser. No.: 0372EK3-Z - Date: 2024-03-05 15:20:46.601 - Status: OK,3,2024-03-05T20:20:46Z,FALSE,3.831233334541321
andino,macho,895.8,23,18,marrón,gordo,54,Ser. No.: 4653OK2-X - Date: 2024-03-05 15:24:13.485 - Status: OK,2,2024-03-05T20:24:13Z,FALSE,4.824566666285197
andino,hembra,718.79,23,17,negro,sano,18,Ser. No.: 0372EK3-Z - Date: 2024-03-05 15:24:21.585 - Status: OK,3,2024-03-05T20:24:21Z,FALSE,3.583066666126251
peruano,hembra,815.42,25,18,negro,gordo,13,Ser. No.: 4653OK2-X - Date: 2024-03-05 15:26:31.971 - Status: OK,2,2024-03-05T20:26:31Z,FALSE,2.3081000010172525
andino,hembra,NA,22,NA,negro,NA,34,Ser. No.: 6543BF2-X - Date: 2024-03-05 15:27:21.043 - Status: OK,1,2024-03-05T20:27:21Z,FALSE,6.944299999872843
peruano,macho,772.95,28,20,marrón,sano,66,Ser. No.: 4653OK2-X - Date: 2024-03-05 15:27:47.945 - Status: OK,2,2024-03-05T20:27:47Z,FALSE,1.2662333329518636
peruano,macho,762.75,24,21,pintado,sano,36,Ser. No.: 4653OK2-X - Date: 2024-03-05 15:28:30.868 - Status: OK,2,2024-03-05T20:28:30Z,FALSE,0.7153833349545796
peruano,macho,752.23,29,NA,blanco,NA,65,Ser. No.: 4653OK2-X - Date: 2024-03-05 15:29:05.361 - Status: OK,2,2024-03-05T20:29:05Z,FALSE,0.5748833338419597
abisinio,macho,616.44,25,15,negro,gordo,62,Ser. No.: 6543BF2-X - Date: 2024-03-05 15:29:14.326 - Status: OK,1,2024-03-05T20:29:14Z,FALSE,1.8880499998728435
andino,macho,593.37,NA,19,marrón,sano,50,Ser. No.: 6543BF2-X - Date: 2024-03-05 15:30:55.402 - Status: OK,1,2024-03-05T20:30:55Z,FALSE,1.6845999995867411
peruano,hembra,781.16,25,19,marrón,sano,30,Ser. No.: 6543BF2-X - Date: 2024-03-05 15:32:46.771 - Status: OK,1,2024-03-05T20:32:46Z,FALSE,1.8561499993006387
peruano,macho,925.42,31,20,pintado,sano,44,Ser. No.: 0372EK3-Z - Date: 2024-03-05 15:35:34.449 - Status: OK,3,2024-03-05T20:35:34Z,FALSE,11.21439999739329
americano,macho,927.83,26,19,blanco,gordo,38,Ser. No.: 4653OK2-X - Date: 2024-03-05 15:39:04.737 - Status: OK,2,2024-03-05T20:39:04Z,FALSE,9.989599998792013
peruano,macho,997.15,29,NA,marrón,NA,50,Ser. No.: 6543BF2-X - Date: 2024-03-05 15:39:56.281 - Status: OK,1,2024-03-05T20:39:56Z,FALSE,7.158499999841054
peruano,macho,NA,NA,21,blanco,NA,15,Ser. No.: 4653OK2-X - Date: 2024-03-05 15:41:35.433 - Status: OK,2,2024-03-05T20:41:35Z,FALSE,2.5116000016530355
abisinio,macho,491.92,NA,NA,pintado,NA,19,Ser. No.: 4653OK2-X - Date: 2024-03-05 15:43:16.039 - Status: OK,2,2024-03-05T20:43:16Z,FALSE,1.6767666657765707
andino,macho,NA,22,16,blanco,NA,46,Ser. No.: 4653OK2-X - Date: 2024-03-05 15:44:24.048 - Status: OK,2,2024-03-05T20:44:24Z,FALSE,1.1334833343823751
peruano,macho,893.36,25,20,marrón,sano,32,Ser. No.: 0372EK3-Z - Date: 2024-03-05 15:46:31.704 - Status: OK,3,2024-03-05T20:46:31Z,FALSE,10.954250001907349
andino,macho,658.96,23,19,marrón,sano,25,Ser. No.: 6543BF2-X - Date: 2024-03-05 15:48:28.396 - Status: OK,1,2024-03-05T20:48:28Z,FALSE,8.535250000158946
abisinio,macho,NA,22,18,marrón oscuro,NA,38,Ser. No.: 4653OK2-X - Date: 2024-03-05 15:48:58.385 - Status: OK,2,2024-03-05T20:48:58Z,FALSE,4.572283331553141
americano,macho,1033.99,34,NA,blanco,NA,38,Ser. No.: 0372EK3-Z - Date: 2024-03-05 15:49:24.898 - Status: OK,3,2024-03-05T20:49:24Z,FALSE,2.886566666762034
peruano,macho,658.66,NA,NA,blanco,NA,25,Ser. No.: 0372EK3-Z - Date: 2024-03-05 15:49:58.597 - Status: OK,3,2024-03-05T20:49:58Z,FALSE,0.5616499980290731
peruano,hembra,736.7,NA,NA,blanco,NA,29,Ser. No.: 0372EK3-Z - Date: 2024-03-05 15:51:08.264 - Status: OK,3,2024-03-05T20:51:08Z,FALSE,1.1611166675885518
abisinio,macho,567.75,24,17,pintado,sano,46,Ser. No.: 4653OK2-X - Date: 2024-03-05 15:52:24.116 - Status: OK,2,2024-03-05T20:52:24Z,FALSE,3.428849999109904
andino,hembra,543.37,26,17,rojizo,sano,50,Ser. No.: 4653OK2-X - Date: 2024-03-05 15:53:22.263 - Status: OK,2,2024-03-05T20:53:22Z,FALSE,0.9691166679064432
peruano,macho,906.73,28,21,blanco,sano,28,Ser. No.: 6543BF2-X - Date: 2024-03-05 15:55:07.491 - Status: OK,1,2024-03-05T20:55:07Z,FALSE,6.65158333381017
peruano,hembra,NA,NA,17,negro,NA,43,Ser. No.: 0372EK3-Z - Date: 2024-03-05 16:00:28.044 - Status: OK,3,2024-03-05T21:00:28Z,FALSE,9.32966666618983
andino,macho,715.87,25,19,negro,sano,13,Ser. No.: 0372EK3-Z - Date: 2024-03-05 16:01:02.96 - Status: OK,3,2024-03-05T21:01:02Z,FALSE,0.581933335463206
peruano,hembra,NA,25,NA,marrón,NA,40,Ser. No.: 0372EK3-Z - Date: 2024-03-05 16:04:10.256 - Status: OK,3,2024-03-05T21:04:10Z,FALSE,3.1216000000635784
peruano,hembra,689.49,30,19,negro,sano,53,Ser. No.: 0372EK3-Z - Date: 2024-03-05 16:04:36.027 - Status: OK,3,2024-03-05T21:04:36Z,FALSE,0.42951666514078773
andino,macho,NA,NA,20,negro,NA,58,Ser. No.: 6543BF2-X - Date: 2024-03-05 16:05:20.437 - Status: OK,1,2024-03-05T21:05:20Z,FALSE,10.215766668319702
andino,macho,818.98,23,18,marrón,sano,40,Ser. No.: 6543BF2-X - Date: 2024-03-05 16:08:23.106 - Status: OK,1,2024-03-05T21:08:23Z,FALSE,3.0444833318392437
peruano,macho,964.54,NA,NA,blanco,NA,46,Ser. No.: 4653OK2-X - Date: 2024-03-05 16:10:19.929 - Status: OK,2,2024-03-05T21:10:19Z,FALSE,16.96109999815623
peruano,macho,785.28,24,NA,marrón,NA,49,Ser. No.: 0372EK3-Z - Date: 2024-03-05 16:11:56.376 - Status: OK,3,2024-03-05T21:11:56Z,FALSE,7.33914999961853
andino,hembra,665.64,25,18,rojizo,sano,23,Ser. No.: 4653OK2-X - Date: 2024-03-05 16:13:51.266 - Status: OK,2,2024-03-05T21:13:51Z,FALSE,3.5222833355267844
americano,hembra,835.23,28,21,negro,sano,38,Ser. No.: 6543BF2-X - Date: 2024-03-05 16:14:34.956 - Status: OK,1,2024-03-05T21:14:34Z,FALSE,6.197500002384186
americano,hembra,926.74,32,NA,blanco,NA,32,Ser. No.: 4653OK2-X - Date: 2024-03-05 16:16:10.357 - Status: OK,2,2024-03-05T21:16:10Z,FALSE,2.3181833346684773
peruano,hembra,NA,NA,19,pintado,NA,23,Ser. No.: 0372EK3-Z - Date: 2024-03-05 16:17:53.646 - Status: OK,3,2024-03-05T21:17:53Z,FALSE,5.954499999682109
andino,macho,927.22,25,NA,blanco,NA,18,Ser. No.: 0372EK3-Z - Date: 2024-03-05 16:19:35.149 - Status: OK,3,2024-03-05T21:19:35Z,FALSE,1.6917166670163473
peruano,macho,903.29,24,NA,blanco,NA,23,Ser. No.: 0372EK3-Z - Date: 2024-03-05 16:22:42.421 - Status: OK,3,2024-03-05T21:22:42Z,FALSE,3.1212000012397767
peruano,hembra,880.43,NA,19,pintado,sano,33,Ser. No.: 6543BF2-X - Date: 2024-03-05 16:27:32.759 - Status: OK,1,2024-03-05T21:27:32Z,FALSE,12.963383332888286
peruano,macho,869.6,NA,NA,blanco,NA,46,Ser. No.: 0372EK3-Z - Date: 2024-03-05 16:28:44.443 - Status: OK,3,2024-03-05T21:28:44Z,FALSE,6.033700001239777
peruano,hembra,798.16,26,19,blanco,sano,39,Ser. No.: 6543BF2-X - Date: 2024-03-05 16:32:09.385 - Status: OK,1,2024-03-05T21:32:09Z,FALSE,4.6104333321253455
híbrido,macho,NA,27,18,pintado,NA,19,Ser. No.: 6543BF2-X - Date: 2024-03-05 16:32:19.457 - Status: OK,1,2024-03-05T21:32:19Z,FALSE,0.1678666671117147
peruano,hembra,798.45,23,NA,blanco,NA,54,Ser. No.: 4653OK2-X - Date: 2024-03-05 16:32:33.084 - Status: OK,2,2024-03-05T21:32:33Z,FALSE,16.378783333301545
andino,hembra,774.23,22,NA,rojizo,NA,13,Ser. No.: 6543BF2-X - Date: 2024-03-05 16:33:13.508 - Status: OK,1,2024-03-05T21:33:13Z,FALSE,0.9008499979972839
andino,macho,854.52,26,NA,rojizo,NA,38,Ser. No.: 0372EK3-Z - Date: 2024-03-05 16:33:59.319 - Status: OK,3,2024-03-05T21:33:59Z,FALSE,5.247933332125346
andino,macho,933.43,28,NA,negro,NA,44,Ser. No.: 4653OK2-X - Date: 2024-03-05 16:38:57.128 - Status: OK,2,2024-03-05T21:38:57Z,FALSE,6.400733331839244
híbrido,macho,1070.56,16,24,tricolor,sano,12,Ser. No.: 0372EK3-Z - Date: 2024-03-05 16:39:11.206 - Status: OK,3,2024-03-05T21:39:11Z,FALSE,5.198116668065389
peruano,macho,NA,29,NA,negro,NA,27,Ser. No.: 0372EK3-Z - Date: 2024-03-05 16:40:49.756 - Status: OK,3,2024-03-05T21:40:49Z,FALSE,1.6424999992052713
híbrido,macho,706.45,29,16,pintado,gordo,38,Ser. No.: 4653OK2-X - Date: 2024-03-05 16:41:03.034 - Status: OK,2,2024-03-05T21:41:03Z,FALSE,2.0984333316485086
peruano,macho,755.95,24,20,pintado,sano,36,Ser. No.: 4653OK2-X - Date: 2024-03-05 16:44:41.394 - Status: OK,2,2024-03-05T21:44:41Z,FALSE,3.6393333355585735
híbrido,macho,NA,NA,27,tricolor,NA,21,Ser. No.: 6543BF2-X - Date: 2024-03-05 16:46:29.826 - Status: OK,1,2024-03-05T21:46:29Z,FALSE,13.271966667970021
peruano,hembra,680.58,28,18,negro,sano,40,Ser. No.: 6543BF2-X - Date: 2024-03-05 16:48:28.793 - Status: OK,1,2024-03-05T21:48:28Z,FALSE,1.9827833334604898
peruano,macho,832.19,25,20,marrón,sano,36,Ser. No.: 6543BF2-X - Date: 2024-03-05 16:50:01.343 - Status: OK,1,2024-03-05T21:50:01Z,FALSE,1.5424999992052715
híbrido,macho,831.45,NA,23,tricolor,sano,37,Ser. No.: 0372EK3-Z - Date: 2024-03-05 16:50:45.624 - Status: OK,3,2024-03-05T21:50:45Z,FALSE,9.93113333384196
peruano,macho,788.26,26,19,pintado,sano,29,Ser. No.: 0372EK3-Z - Date: 2024-03-05 16:54:31.855 - Status: OK,3,2024-03-05T21:54:31Z,FALSE,3.7705166657765705
peruano,macho,NA,23,21,blanco,NA,58,Ser. No.: 4653OK2-X - Date: 2024-03-05 16:55:20.246 - Status: OK,2,2024-03-05T21:55:20Z,FALSE,10.647533333301544
peruano,macho,873.81,25,20,negro,sano,26,Ser. No.: 0372EK3-Z - Date: 2024-03-05 16:56:42.558 - Status: OK,3,2024-03-05T21:56:42Z,FALSE,2.1783833344777426
peruano,hembra,699.45,23,17,blanco,sano,56,Ser. No.: 6543BF2-X - Date: 2024-03-05 16:56:48.916 - Status: OK,1,2024-03-05T21:56:48Z,FALSE,6.792883332570394
peruano,macho,558.81,NA,18,blanco,sano,24,Ser. No.: 0372EK3-Z - Date: 2024-03-05 16:59:09.655 - Status: OK,3,2024-03-05T21:59:09Z,FALSE,2.451616664727529
andino,macho,659.76,28,20,tricolor,sano,40,Ser. No.: 4653OK2-X - Date: 2024-03-05 17:02:13.917 - Status: OK,2,2024-03-05T22:02:13Z,FALSE,6.894516666730245
andino,macho,617.06,NA,NA,blanco,NA,43,Ser. No.: 6543BF2-X - Date: 2024-03-05 17:02:22.275 - Status: OK,1,2024-03-05T22:02:22Z,FALSE,5.555983336766561
peruano,macho,881.54,28,NA,negro,NA,42,Ser. No.: 0372EK3-Z - Date: 2024-03-05 17:04:55.093 - Status: OK,3,2024-03-05T22:04:55Z,FALSE,5.757299999396007
híbrido,hembra,588.48,33,13,pintado,gordo,35,Ser. No.: 0372EK3-Z - Date: 2024-03-05 17:04:56.895 - Status: OK,3,2024-03-05T22:04:56Z,FALSE,0.030033334096272787
abisinio,macho,578.03,20,17,gris,sano,35,Ser. No.: 0372EK3-Z - Date: 2024-03-06 08:04:01.426 - Status: OK,3,2024-03-06T13:04:01Z,FALSE,NA
peruano,hembra,767.7,NA,20,marrón,sano,26,Ser. No.: 4653OK2-X - Date: 2024-03-06 08:05:05.067 - Status: OK,2,2024-03-06T13:05:05Z,FALSE,NA
andino,macho,NA,28,NA,blanco,NA,52,Ser. No.: 4653OK2-X - Date: 2024-03-06 08:05:39.854 - Status: OK,2,2024-03-06T13:05:39Z,FALSE,0.5797833363215129
abisinio,macho,NA,25,17,marrón oscuro,NA,30,Ser. No.: 0372EK3-Z - Date: 2024-03-06 08:05:56.62 - Status: OK,3,2024-03-06T13:05:56Z,FALSE,1.9198999961217245
peruano,hembra,700.89,NA,18,pintado,sano,50,Ser. No.: 4653OK2-X - Date: 2024-03-06 08:06:50.685 - Status: OK,2,2024-03-06T13:06:50Z,FALSE,1.1805166641871134
andino,macho,825.41,23,18,blanco,sano,34,Ser. No.: 4653OK2-X - Date: 2024-03-06 08:07:32.858 - Status: OK,2,2024-03-06T13:07:32Z,FALSE,0.7028833349545797
peruano,hembra,776.7,29,NA,blanco,NA,35,Ser. No.: 4653OK2-X - Date: 2024-03-06 08:08:25.737 - Status: OK,2,2024-03-06T13:08:25Z,FALSE,0.8813166658083598
peruano,macho,828.01,27,20,blanco,sano,49,Ser. No.: 6543BF2-X - Date: 2024-03-06 08:08:58.184 - Status: OK,1,2024-03-06T13:08:58Z,FALSE,NA
peruano,hembra,945.41,24,19,marrón,gordo,40,Ser. No.: 6543BF2-X - Date: 2024-03-06 08:09:11.621 - Status: OK,1,2024-03-06T13:09:11Z,FALSE,0.22395000060399373
abisinio,macho,711.43,NA,NA,negro,NA,23,Ser. No.: 6543BF2-X - Date: 2024-03-06 08:11:09.482 - Status: OK,1,2024-03-06T13:11:09Z,FALSE,1.9643500010172525
andino,macho,575,27,19,blanco,sano,29,Ser. No.: 6543BF2-X - Date: 2024-03-06 08:11:14.519 - Status: OK,1,2024-03-06T13:11:14Z,FALSE,0.08394999901453654
peruano,hembra,702.52,28,19,negro,sano,56,Ser. No.: 4653OK2-X - Date: 2024-03-06 08:12:02.957 - Status: OK,2,2024-03-06T13:12:02Z,FALSE,3.6203333338101706
peruano,hembra,NA,NA,NA,pintado,NA,17,Ser. No.: 0372EK3-Z - Date: 2024-03-06 08:12:13.163 - Status: OK,3,2024-03-06T13:12:13Z,FALSE,6.275716670354208
peruano,macho,974.42,29,20,blanco,sano,47,Ser. No.: 6543BF2-X - Date: 2024-03-06 08:12:38.632 - Status: OK,1,2024-03-06T13:12:38Z,FALSE,1.401883331934611
andino,hembra,709.26,22,NA,tricolor,NA,47,Ser. No.: 0372EK3-Z - Date: 2024-03-06 08:14:25.054 - Status: OK,3,2024-03-06T13:14:25Z,FALSE,2.1981833299001057
americano,macho,992.97,33,20,blanco,sano,55,Ser. No.: 0372EK3-Z - Date: 2024-03-06 08:17:30.757 - Status: OK,3,2024-03-06T13:17:30Z,FALSE,3.095050001144409
peruano,hembra,NA,25,18,negro,NA,15,Ser. No.: 0372EK3-Z - Date: 2024-03-06 08:21:33.506 - Status: OK,3,2024-03-06T13:21:33Z,FALSE,4.0458166678746545
peruano,macho,NA,NA,20,blanco,NA,58,Ser. No.: 0372EK3-Z - Date: 2024-03-06 08:22:02.471 - Status: OK,3,2024-03-06T13:22:02Z,FALSE,0.4827499985694885
andino,macho,NA,31,NA,tricolor,NA,58,Ser. No.: 0372EK3-Z - Date: 2024-03-06 08:23:57.456 - Status: OK,3,2024-03-06T13:23:57Z,FALSE,1.9164166688919066
abisinio,macho,699.17,25,15,negro,gordo,32,Ser. No.: 0372EK3-Z - Date: 2024-03-06 08:24:15.85 - Status: OK,3,2024-03-06T13:24:15Z,FALSE,0.30656666358311974
andino,macho,855.97,27,NA,tricolor,NA,17,Ser. No.: 4653OK2-X - Date: 2024-03-06 08:25:11.727 - Status: OK,2,2024-03-06T13:25:11Z,FALSE,13.146166666348774
abisinio,hembra,514.17,22,NA,marrón oscuro,sano,16,Ser. No.: 0372EK3-Z - Date: 2024-03-06 08:25:26.272 - Status: OK,3,2024-03-06T13:25:26Z,FALSE,1.1737000028292337
peruano,macho,NA,24,20,blanco,NA,28,Ser. No.: 6543BF2-X - Date: 2024-03-06 08:26:34.77 - Status: OK,1,2024-03-06T13:26:34Z,FALSE,13.935633333524068
peruano,hembra,845.74,NA,NA,blanco,NA,41,Ser. No.: 6543BF2-X - Date: 2024-03-06 08:29:37.446 - Status: OK,1,2024-03-06T13:29:37Z,FALSE,3.044600001970927
andino,macho,752.09,29,20,tricolor,sano,36,Ser. No.: 0372EK3-Z - Date: 2024-03-06 08:30:58.178 - Status: OK,3,2024-03-06T13:30:58Z,FALSE,5.531766664981842
peruano,hembra,NA,25,17,blanco,NA,23,Ser. No.: 0372EK3-Z - Date: 2024-03-06 08:31:53.901 - Status: OK,3,2024-03-06T13:31:53Z,FALSE,0.9287166674931844
peruano,hembra,1000.19,24,19,pintado,gordo,56,Ser. No.: 0372EK3-Z - Date: 2024-03-06 08:32:34.194 - Status: OK,3,2024-03-06T13:32:34Z,FALSE,0.6715499997138977
andino,macho,689.3,32,NA,negro,NA,43,Ser. No.: 6543BF2-X - Date: 2024-03-06 08:32:49.57 - Status: OK,1,2024-03-06T13:32:49Z,FALSE,3.2020666639010114
peruano,macho,844.79,25,20,blanco,sano,59,Ser. No.: 6543BF2-X - Date: 2024-03-06 08:32:51.077 - Status: OK,1,2024-03-06T13:32:51Z,FALSE,0.025116666158040365
peruano,macho,961.7,30,21,blanco,sano,35,Ser. No.: 0372EK3-Z - Date: 2024-03-06 08:33:35.888 - Status: OK,3,2024-03-06T13:33:35Z,FALSE,1.0282333334287008
peruano,hembra,690.01,NA,16,pintado,gordo,49,Ser. No.: 6543BF2-X - Date: 2024-03-06 08:37:48.297 - Status: OK,1,2024-03-06T13:37:48Z,FALSE,4.953666667143504
peruano,hembra,632.98,NA,19,blanco,sano,34,Ser. No.: 0372EK3-Z - Date: 2024-03-06 08:39:03.076 - Status: OK,3,2024-03-06T13:39:03Z,FALSE,5.453133332729339
peruano,hembra,NA,NA,18,blanco,NA,44,Ser. No.: 4653OK2-X - Date: 2024-03-06 08:39:03.538 - Status: OK,2,2024-03-06T13:39:03Z,FALSE,13.863516668478647
andino,hembra,656.05,NA,16,negro,gordo,42,Ser. No.: 0372EK3-Z - Date: 2024-03-06 08:40:04.067 - Status: OK,3,2024-03-06T13:40:04Z,FALSE,1.016516665617625
peruano,macho,867.34,30,21,blanco,sano,48,Ser. No.: 4653OK2-X - Date: 2024-03-06 08:44:58.697 - Status: OK,2,2024-03-06T13:44:58Z,FALSE,5.919316665331523
andino,macho,780.5,22,17,marrón,gordo,62,Ser. No.: 6543BF2-X - Date: 2024-03-06 08:45:01.368 - Status: OK,1,2024-03-06T13:45:01Z,FALSE,7.217850001653035
peruano,macho,849.93,29,20,marrón,sano,37,Ser. No.: 6543BF2-X - Date: 2024-03-06 08:46:07.395 - Status: OK,1,2024-03-06T13:46:07Z,FALSE,1.1004499991734822
peruano,hembra,500.69,25,18,blanco,sano,16,Ser. No.: 4653OK2-X - Date: 2024-03-06 08:47:01.174 - Status: OK,2,2024-03-06T13:47:01Z,FALSE,2.041283333301544
americano,hembra,825.63,28,21,blanco,sano,53,Ser. No.: 6543BF2-X - Date: 2024-03-06 08:47:02.553 - Status: OK,1,2024-03-06T13:47:02Z,FALSE,0.9192999998728434
peruano,macho,612,25,NA,blanco,NA,58,Ser. No.: 0372EK3-Z - Date: 2024-03-06 08:47:48.461 - Status: OK,3,2024-03-06T13:47:48Z,FALSE,7.7399000008900964
peruano,macho,856.76,NA,21,marrón,sano,53,Ser. No.: 6543BF2-X - Date: 2024-03-06 08:48:05.806 - Status: OK,1,2024-03-06T13:48:05Z,FALSE,1.0542166670163473
peruano,macho,875.26,30,NA,blanco,NA,40,Ser. No.: 0372EK3-Z - Date: 2024-03-06 08:49:53.772 - Status: OK,3,2024-03-06T13:49:53Z,FALSE,2.088516668478648
peruano,macho,NA,31,NA,negro,NA,39,Ser. No.: 4653OK2-X - Date: 2024-03-06 08:50:39.554 - Status: OK,2,2024-03-06T13:50:39Z,FALSE,3.639666664600372
andino,hembra,496.97,22,18,marrón,sano,36,Ser. No.: 6543BF2-X - Date: 2024-03-06 08:53:25.76 - Status: OK,1,2024-03-06T13:53:25Z,FALSE,5.332566666603088
peruano,macho,954.57,26,NA,blanco,NA,60,Ser. No.: 4653OK2-X - Date: 2024-03-06 08:54:08.247 - Status: OK,2,2024-03-06T13:54:08Z,FALSE,3.4782166679700217
peruano,macho,822.65,28,19,blanco,sano,41,Ser. No.: 6543BF2-X - Date: 2024-03-06 08:54:24.069 - Status: OK,1,2024-03-06T13:54:24Z,FALSE,0.9718166669209798
peruano,hembra,824.21,26,19,pintado,sano,30,Ser. No.: 0372EK3-Z - Date: 2024-03-06 08:58:04.746 - Status: OK,3,2024-03-06T13:58:04Z,FALSE,8.182899999618531
andino,hembra,753.02,24,NA,negro,NA,38,Ser. No.: 4653OK2-X - Date: 2024-03-06 08:58:28.7 - Status: OK,2,2024-03-06T13:58:28Z,FALSE,4.340883334477742
peruano,macho,733.28,NA,NA,marrón,NA,32,Ser. No.: 4653OK2-X - Date: 2024-03-06 09:00:38.98 - Status: OK,2,2024-03-06T14:00:38Z,FALSE,2.1713333328564963
peruano,macho,740.18,30,NA,blanco,NA,52,Ser. No.: 4653OK2-X - Date: 2024-03-06 09:00:58.926 - Status: OK,2,2024-03-06T14:00:58Z,FALSE,0.3324333349863688
andino,macho,858.15,23,17,negro,gordo,54,Ser. No.: 0372EK3-Z - Date: 2024-03-06 09:02:31.618 - Status: OK,3,2024-03-06T14:02:31Z,FALSE,4.447866666316986
peruano,macho,985.61,29,20,marrón,sano,33,Ser. No.: 6543BF2-X - Date: 2024-03-06 09:03:10.537 - Status: OK,1,2024-03-06T14:03:10Z,FALSE,8.774466665585836
híbrido,hembra,551.17,NA,19,blanco,sano,11,Ser. No.: 6543BF2-X - Date: 2024-03-06 09:04:48.806 - Status: OK,1,2024-03-06T14:04:48Z,FALSE,1.6378166675567627
andino,hembra,817.57,20,17,negro,gordo,23,Ser. No.: 4653OK2-X - Date: 2024-03-06 09:07:08.536 - Status: OK,2,2024-03-06T14:07:08Z,FALSE,6.160166664918264
peruano,hembra,715.83,NA,NA,negro,NA,43,Ser. No.: 6543BF2-X - Date: 2024-03-06 09:07:54.163 - Status: OK,1,2024-03-06T14:07:54Z,FALSE,3.0892833352088926
peruano,hembra,687.47,25,18,negro,sano,29,Ser. No.: 0372EK3-Z - Date: 2024-03-06 09:09:27.753 - Status: OK,3,2024-03-06T14:09:27Z,FALSE,6.935583333174388
peruano,macho,794.57,29,21,pintado,sano,19,Ser. No.: 6543BF2-X - Date: 2024-03-06 09:13:20.203 - Status: OK,1,2024-03-06T14:13:20Z,FALSE,5.433999999364217
andino,macho,871.26,NA,19,blanco,sano,12,Ser. No.: 0372EK3-Z - Date: 2024-03-06 09:14:16.728 - Status: OK,3,2024-03-06T14:14:16Z,FALSE,4.816249998410543
híbrido,hembra,873.81,18,20,blanco,sano,32,Ser. No.: 6543BF2-X - Date: 2024-03-06 09:22:51.923 - Status: OK,1,2024-03-06T14:22:51Z,FALSE,9.528666667143504
andino,macho,852.83,26,17,tricolor,gordo,34,Ser. No.: 6543BF2-X - Date: 2024-03-06 09:25:45.156 - Status: OK,1,2024-03-06T14:25:45Z,FALSE,2.887216663360596
abisinio,macho,694.84,20,NA,negro,NA,32,Ser. No.: 4653OK2-X - Date: 2024-03-06 09:26:37.721 - Status: OK,2,2024-03-06T14:26:37Z,FALSE,19.48641666571299
andino,macho,862.35,24,18,blanco,gordo,25,Ser. No.: 6543BF2-X - Date: 2024-03-06 09:29:26.091 - Status: OK,1,2024-03-06T14:29:26Z,FALSE,3.6822500030199685
peruano,macho,751.87,29,21,marrón,sano,59,Ser. No.: 0372EK3-Z - Date: 2024-03-06 09:29:39.229 - Status: OK,3,2024-03-06T14:29:39Z,FALSE,15.375016669432322
peruano,hembra,674.53,28,17,pintado,sano,41,Ser. No.: 0372EK3-Z - Date: 2024-03-06 09:32:52.489 - Status: OK,3,2024-03-06T14:32:52Z,FALSE,3.2209999998410543
andino,macho,906.28,27,NA,marrón,NA,65,Ser. No.: 0372EK3-Z - Date: 2024-03-06 09:33:04.138 - Status: OK,3,2024-03-06T14:33:04Z,FALSE,0.19414999882380168
peruano,macho,707.04,27,NA,pintado,NA,42,Ser. No.: 0372EK3-Z - Date: 2024-03-06 09:33:59.281 - Status: OK,3,2024-03-06T14:33:59Z,FALSE,0.9190499981244405
híbrido,macho,758.09,22,NA,blanco,NA,49,Ser. No.: 6543BF2-X - Date: 2024-03-06 09:36:54.273 - Status: OK,1,2024-03-06T14:36:54Z,FALSE,7.469699998696645
peruano,macho,809.18,27,NA,marrón,NA,31,Ser. No.: 4653OK2-X - Date: 2024-03-06 09:37:24.678 - Status: OK,2,2024-03-06T14:37:24Z,FALSE,10.78261666695277
americano,macho,1049.93,NA,20,negro,gordo,24,Ser. No.: 0372EK3-Z - Date: 2024-03-06 09:39:01.592 - Status: OK,3,2024-03-06T14:39:01Z,FALSE,5.038516668478648
peruano,macho,742.34,31,NA,negro,NA,66,Ser. No.: 0372EK3-Z - Date: 2024-03-06 09:39:41.165 - Status: OK,3,2024-03-06T14:39:41Z,FALSE,0.6595499992370606
