Raza,Sexo,Peso,Largo,Cintura,Color,Talla,Edad
peruano,macho,773.07,NA,NA,blanco,NA,23
híbrido,hembra,1081.65,28,19,tricolor,gordo,43
peruano,hembra,791.81,32,NA,negro,NA,30
peruano,macho,795.87,28,19,negro,sano,19
abisinio,macho,626.36,28,16,negro,sano,38
peruano,macho,836.08,28,21,blanco,sano,28
peruano,macho,655.96,NA,20,blanco,sano,27
peruano,macho,707.9,30,NA,marrón,NA,42
peruano,macho,NA,20,21,blanco,NA,13
peruano,hembra,663.17,23,18,blanco,sano,38
andino,macho,NA,22,19,negro,NA,45
peruano,macho,806.87,27,22,blanco,sano,36
peruano,macho,771.48,25,20,marrón,sano,53
andino,macho,NA,25,18,negro,NA,30
abisinio,macho,584.54,24,15,negro,gordo,19
peruano,hembra,662.34,NA,17,pintado,sano,48
abisinio,macho,727.42,26,15,gris,gordo,56
peruano,hembra,711.22,25,18,negro,sano,59
peruano,macho,932.28,NA,19,marrón,sano,27
peruano,hembra,627.38,30,NA,blanco,NA,52
andino,macho,791.55,28,NA,tricolor,NA,46
peruano,hembra,618.69,28,18,negro,sano,57
híbrido,macho,NA,NA,NA,tricolor,NA,15
peruano,hembra,615.72,22,18,blanco,sano,41
híbrido,hembra,879.53,27,NA,tricolor,NA,31
híbrido,macho,852.57,NA,23,tricolor,sano,53
andino,macho,836.8,24,NA,rojizo,NA,14
americano,hembra,819.07,27,20,tricolor,sano,19
abisinio,macho,696.87,25,17,marrón oscuro,sano,22
peruano,hembra,615.56,28,18,blanco,sano,29
peruano,macho,829.07,26,20,blanco,sano,47
andino,hembra,635.21,NA,17,negro,sano,34
peruano,macho,920.28,30,NA,blanco,NA,52
andino,hembra,668.15,25,17,rojizo,sano,41
andino,macho,925.8,30,NA,marrón,NA,43
peruano,hembra,714.24,28,19,blanco,sano,15
híbrido,macho,1121.25,24,18,tricolor,obeso,29
andino,hembra,591.25,21,17,negro,sano,57
peruano,hembra,836.69,26,19,blanco,sano,19
peruano,macho,798.51,29,18,negro,sano,56
peruano,macho,724.94,29,NA,blanco,NA,31
peruano,hembra,NA,25,19,pintado,NA,47
peruano,macho,803.28,25,NA,marrón,NA,39
americano,macho,812.8,32,18,negro,sano,27
peruano,hembra,NA,NA,18,blanco,NA,30
peruano,macho,979.21,NA,20,marrón,sano,49
peruano,macho,1017.48,29,20,pintado,gordo,20
abisinio,macho,595.7,20,NA,marrón oscuro,NA,33
andino,hembra,NA,NA,16,marrón,NA,37
peruano,macho,699.37,24,20,negro,sano,27
peruano,macho,863.57,31,19,blanco,sano,13
peruano,macho,950.85,NA,NA,marrón,NA,33
abisinio,macho,670.52,24,16,marrón oscuro,sano,45
peruano,macho,807.34,26,20,blanco,sano,37
andino,macho,693.56,NA,20,negro,sano,55
peruano,macho,923.16,27,19,blanco,sano,15
híbrido,macho,762.36,25,18,blanco,sano,54
peruano,hembra,792.05,36,19,blanco,sano,55
peruano,macho,1061.34,31,NA,pintado,NA,40
andino,macho,917.11,20,NA,negro,NA,46
americano,hembra,728.39,21,NA,negro,NA,35
andino,macho,656.86,28,19,blanco,sano,52
andino,hembra,683.77,24,16,negro,gordo,26
andino,hembra,NA,24,16,blanco,NA,30
peruano,hembra,663.87,22,18,blanco,sano,51
andino,hembra,716.71,NA,NA,blanco,NA,22
peruano,macho,889.76,29,20,blanco,sano,36
peruano,macho,1081.61,26,NA,negro,NA,50
americano,macho,883.05,NA,23,blanco,sano,34
peruano,hembra,640.69,23,17,blanco,sano,17
andino,hembra,NA,23,15,blanco,NA,46
peruano,hembra,566.11,NA,17,negro,sano,41
peruano,macho,807.91,30,18,blanco,sano,19
andino,macho,767,26,19,blanco,sano,37
peruano,macho,922.47,NA,NA,marrón,NA,16
peruano,macho,703.8,27,19,negro,sano,43
peruano,hembra,621.65,27,17,blanco,sano,48
andino,macho,618.69,24,NA,rojizo,NA,12
peruano,hembra,702.1,24,NA,blanco,NA,41
peruano,macho,1008.95,25,18,pintado,gordo,26
abisinio,macho,513.27,23,17,marrón oscuro,sano,46
peruano,hembra,618.84,23,19,negro,sano,21
peruano,hembra,868.36,24,16,negro,gordo,40
peruano,macho,883.4,27,18,marrón,gordo,42
peruano,hembra,789.08,28,NA,blanco,NA,38
híbrido,macho,1064.9,38,17,pintado,gordo,30
peruano,hembra,656.39,28,17,blanco,sano,23
abisinio,macho,498.03,21,17,marrón oscuro,sano,33
andino,macho,733.61,25,18,tricolor,sano,41
peruano,macho,801.66,25,20,blanco,sano,15
andino,macho,767.37,NA,NA,blanco,NA,38
peruano,hembra,712.06,25,20,blanco,sano,55
peruano,hembra,958.12,28,NA,negro,NA,43
andino,hembra,759.95,23,16,tricolor,gordo,25
abisinio,macho,675.52,22,17,pintado,sano,64
peruano,macho,1068.92,27,19,marrón,gordo,52
peruano,macho,976.83,28,19,marrón,gordo,29
peruano,macho,826,NA,NA,marrón,NA,24
abisinio,macho,523.39,NA,16,marrón oscuro,sano,48
andino,macho,846.44,21,19,blanco,sano,20
híbrido,macho,621.13,16,22,blanco,flaco,31
peruano,hembra,607.38,27,18,blanco,sano,43
peruano,macho,714.23,NA,20,blanco,sano,33
peruano,hembra,693.14,26,18,pintado,sano,58
híbrido,macho,NA,31,NA,tricolor,NA,59
andino,macho,689.61,26,16,negro,gordo,53
peruano,hembra,747.54,27,19,negro,sano,36
peruano,macho,830.15,31,19,blanco,sano,30
peruano,hembra,647.6,NA,NA,blanco,NA,25
peruano,macho,789.48,NA,19,marrón,sano,48
peruano,hembra,855.78,25,NA,marrón,NA,26
peruano,macho,965.46,26,NA,blanco,NA,47
andino,hembra,627.45,21,NA,blanco,NA,62
americano,macho,910.4,NA,NA,marrón,NA,47
peruano,macho,960.4,28,20,marrón,sano,46
americano,macho,1353.48,34,20,tricolor,gordo,54
peruano,hembra,NA,30,NA,marrón,NA,49
peruano,macho,928,30,20,blanco,sano,29
peruano,macho,836.07,27,21,blanco,sano,45
andino,hembra,695.87,22,16,negro,gordo,46
abisinio,macho,562.33,23,NA,pintado,NA,26
americano,macho,1057.63,29,21,blanco,sano,44
peruano,macho,727.01,28,19,marrón,sano,41
andino,macho,860.63,29,19,marrón,sano,47
peruano,macho,NA,26,20,negro,NA,35
peruano,hembra,683.82,25,NA,marrón,NA,33
andino,hembra,680.73,22,NA,blanco,NA,17
peruano,hembra,673.41,24,NA,marrón,NA,13
andino,macho,642.59,27,NA,blanco,NA,44
peruano,macho,665.6,25,NA,blanco,NA,31
peruano,macho,915.82,26,21,negro,sano,47
peruano,hembra,657.7,26,18,blanco,sano,29
abisinio,macho,490.6,NA,NA,negro,NA,37
peruano,macho,771.73,30,NA,pintado,NA,52
andino,hembra,618.87,23,17,marrón,sano,23
andino,hembra,685.93,21,16,rojizo,gordo,36
híbrido,macho,975.11,NA,21,blanco,sano,19
peruano,hembra,750.18,NA,17,marrón,gordo,61
andino,macho,807.14,NA,17,rojizo,gordo,25
peruano,macho,875.6,26,NA,blanco,NA,35
andino,macho,727.15,28,NA,marrón,NA,14
peruano,macho,989.5,31,18,pintado,gordo,47
abisinio,macho,557.94,23,17,pintado,sano,31
peruano,hembra,818.74,24,17,negro,gordo,19
peruano,macho,NA,26,20,blanco,NA,29
andino,macho,814.7,24,NA,marrón,NA,18
peruano,macho,744.35,30,20,negro,sano,17
andino,macho,NA,20,NA,tricolor,NA,17
peruano,hembra,722.28,25,NA,blanco,NA,43
peruano,macho,1070.86,NA,NA,negro,NA,27
peruano,hembra,846.73,23,19,pintado,sano,54
americano,hembra,895.76,27,20,blanco,sano,51
andino,macho,812.34,29,18,blanco,sano,37
andino,macho,806.56,30,19,blanco,sano,37
peruano,macho,978.19,26,23,blanco,sano,26
peruano,hembra,735.15,23,18,negro,sano,14
peruano,macho,737.78,NA,NA,marrón,NA,15
andino,hembra,802.81,19,17,blanco,gordo,57
peruano,macho,888.65,NA,20,pintado,sano,30
andino,hembra,722.01,26,16,blanco,gordo,33
peruano,hembra,713.41,23,20,blanco,sano,33
andino,macho,889.87,26,NA,marrón,NA,10
abisinio,macho,654.44,26,NA,pintado,NA,54
peruano,macho,1015.84,28,NA,negro,NA,53
peruano,macho,848.1,26,20,blanco,sano,57
híbrido,macho,NA,NA,24,blanco,NA,61
peruano,hembra,772.07,NA,18,marrón,sano,41
peruano,macho,855.05,27,21,blanco,sano,38
andino,macho,873.96,26,19,rojizo,sano,20
peruano,macho,631.88,25,20,negro,sano,28
peruano,macho,NA,30,19,marrón,NA,32
peruano,hembra,730.67,23,19,marrón,sano,39
andino,macho,1012.95,25,20,rojizo,gordo,20
híbrido,macho,963.8,19,24,pintado,sano,25
andino,hembra,707.06,22,NA,rojizo,NA,58
peruano,macho,NA,29,NA,negro,NA,24
abisinio,macho,537.11,24,16,negro,sano,20
peruano,macho,953.18,NA,NA,negro,NA,58
abisinio,macho,636.19,22,18,gris,sano,48
peruano,hembra,588.65,25,NA,blanco,NA,48
peruano,hembra,700.15,23,NA,negro,NA,59
peruano,hembra,956.28,25,NA,blanco,NA,48
peruano,macho,835.19,NA,NA,marrón,NA,32
americano,hembra,879.53,26,20,negro,sano,52
peruano,macho,628.03,22,21,blanco,flaco,53
híbrido,macho,513.87,25,NA,pintado,NA,56
andino,macho,690.89,25,18,marrón,sano,42
andino,hembra,727.78,NA,NA,tricolor,NA,46
peruano,macho,823.71,27,21,negro,sano,17
abisinio,macho,688.79,22,19,marrón oscuro,sano,11
peruano,macho,746.37,28,19,pintado,sano,13
abisinio,macho,587.5,25,15,pintado,sano,52
americano,macho,1001.91,33,22,marrón,sano,60
abisinio,macho,583.33,24,17,marrón oscuro,sano,46
peruano,macho,867.26,31,19,blanco,sano,38
híbrido,macho,1066.35,33,23,tricolor,sano,24
peruano,macho,NA,29,20,blanco,NA,56
abisinio,macho,636.6,23,NA,gris,NA,44
peruano,hembra,850.29,28,18,pintado,gordo,44
americano,macho,1262.22,26,22,blanco,sano,50
peruano,macho,NA,29,NA,negro,NA,25
peruano,hembra,578.51,22,NA,blanco,NA,34
híbrido,macho,1069.13,15,24,tricolor,sano,33
andino,macho,857.08,NA,NA,negro,NA,20
peruano,hembra,705.08,23,17,blanco,sano,22
andino,hembra,749.33,28,18,marrón,sano,22
peruano,macho,651.43,25,NA,blanco,NA,51
peruano,macho,NA,27,20,pintado,NA,37
andino,hembra,559.44,19,17,blanco,sano,21
híbrido,hembra,NA,NA,NA,tricolor,NA,38
abisinio,macho,734.2,22,16,gris,gordo,51
peruano,hembra,754.22,24,16,blanco,gordo,46
peruano,macho,571.01,NA,20,blanco,flaco,46
andino,macho,869.25,NA,19,blanco,sano,44
andino,macho,868.69,23,17,blanco,gordo,29
peruano,macho,811.06,24,NA,blanco,NA,24
peruano,hembra,891.63,24,NA,pintado,NA,47
peruano,hembra,913.57,21,20,blanco,sano,56
andino,macho,643.73,27,NA,negro,NA,13
andino,macho,744.65,23,18,negro,sano,43
andino,hembra,729.82,22,16,negro,gordo,20
peruano,macho,985,28,19,negro,gordo,26
andino,macho,743.35,26,17,blanco,gordo,43
peruano,macho,639.53,29,17,blanco,sano,21
abisinio,macho,643,NA,NA,marrón oscuro,NA,39
peruano,macho,796.92,24,19,marrón,sano,42
peruano,macho,872.73,32,20,blanco,sano,46
andino,macho,739.21,19,18,marrón,sano,16
abisinio,macho,700.56,NA,18,negro,sano,19
andino,macho,667.26,25,18,negro,sano,34
peruano,hembra,806.88,NA,18,blanco,gordo,12
peruano,macho,699.95,25,20,negro,sano,35
peruano,macho,NA,29,20,negro,NA,13
peruano,hembra,565.2,27,19,blanco,sano,50
peruano,hembra,NA,32,17,marrón,NA,34
andino,macho,806.8,25,16,marrón,gordo,53
peruano,macho,NA,29,21,blanco,NA,28
andino,hembra,851.37,24,17,blanco,gordo,65
andino,hembra,785.96,25,17,negro,gordo,26
andino,macho,736.64,26,20,negro,sano,11
andino,macho,821.48,24,18,blanco,gordo,47
peruano,hembra,898.67,29,19,negro,sano,45
andino,hembra,714.85,20,16,negro,gordo,44
abisinio,macho,598.52,22,NA,gris,NA,55
andino,macho,NA,23,18,negro,NA,44
andino,macho,835.12,29,19,marrón,sano,54
peruano,macho,753.83,27,18,negro,sano,47
abisinio,macho,NA,24,NA,negro,NA,26
peruano,macho,694.01,29,20,marrón,sano,57
americano,hembra,NA,26,20,negro,NA,30
peruano,hembra,699.92,27,18,pintado,sano,43
peruano,hembra,619.57,26,19,marrón,sano,27
andino,hembra,672.81,24,16,blanco,gordo,36
híbrido,hembra,1373.58,33,19,pintado,obeso,29
híbrido,hembra,830.73,37,18,blanco,gordo,54
híbrido,hembra,676.06,NA,15,tricolor,gordo,57
peruano,hembra,886.3,24,18,blanco,gordo,11
peruano,macho,726.51,21,18,blanco,sano,47
híbrido,macho,1346.18,33,NA,pintado,NA,62
abisinio,macho,654.9,NA,15,marrón oscuro,gordo,18
peruano,hembra,776.07,28,18,blanco,sano,18
andino,macho,799.1,NA,18,negro,gordo,33
peruano,macho,676.43,NA,21,negro,sano,31
híbrido,macho,576.23,21,NA,tricolor,NA,28
peruano,hembra,602.55,24,16,blanco,sano,27
andino,macho,NA,26,NA,blanco,NA,27
andino,macho,752.61,26,NA,negro,NA,12
peruano,hembra,709.44,24,NA,blanco,NA,59
abisinio,macho,563.77,29,14,gris,gordo,39
andino,macho,790.88,28,18,rojizo,gordo,16
peruano,macho,732.84,26,20,blanco,sano,40
andino,hembra,705.11,21,16,blanco,gordo,41
andino,macho,748.14,NA,17,marrón,gordo,61
andino,macho,786.91,NA,NA,negro,NA,30
peruano,macho,965.58,NA,21,pintado,sano,42
híbrido,hembra,NA,32,15,pintado,NA,23
peruano,hembra,631.06,NA,18,pintado,sano,28
peruano,macho,852.13,33,NA,blanco,NA,20
peruano,hembra,902.28,20,NA,blanco,NA,39
peruano,macho,732.47,24,NA,pintado,NA,20
peruano,hembra,666.95,23,NA,blanco,NA,21
americano,hembra,722.87,NA,NA,negro,NA,53
peruano,hembra,NA,24,19,marrón,NA,61
peruano,hembra,692.54,26,18,negro,sano,10
peruano,macho,735.78,NA,21,marrón,sano,23
peruano,hembra,824.56,22,18,marrón,sano,45
andino,macho,653.32,NA,19,marrón,sano,54
andino,macho,833.08,27,18,tricolor,gordo,42
andino,hembra,726.2,23,NA,blanco,NA,17
híbrido,macho,NA,NA,15,tricolor,NA,36
peruano,macho,NA,23,20,blanco,NA,24
peruano,hembra,580.45,26,NA,marrón,NA,51
híbrido,hembra,1219.47,38,16,pintado,obeso,35
peruano,hembra,662.37,24,18,negro,sano,43
híbrido,hembra,534.99,19,19,marrón,sano,16
híbrido,macho,912.69,NA,15,pintado,obeso,20
andino,macho,667.62,NA,18,marrón,sano,51
peruano,hembra,827.1,22,17,blanco,gordo,43
americano,hembra,799.22,NA,NA,blanco,NA,31
abisinio,macho,552.63,NA,17,negro,sano,40
andino,hembra,598.73,NA,NA,blanco,NA,56
peruano,hembra,725.79,26,17,marrón,sano,46
andino,hembra,683.15,NA,NA,blanco,NA,16
híbrido,hembra,371.14,26,14,pintado,sano,12
peruano,macho,707.47,27,20,blanco,sano,31
peruano,macho,735.39,31,NA,blanco,NA,62
peruano,hembra,745.31,26,18,blanco,sano,52
peruano,hembra,NA,NA,NA,blanco,NA,34
peruano,hembra,608.84,20,19,marrón,sano,13
peruano,hembra,609.61,25,19,blanco,sano,24
peruano,macho,1028.53,30,20,blanco,sano,56
andino,macho,889.05,28,22,negro,sano,17
peruano,hembra,781.63,24,19,negro,sano,31
peruano,hembra,785.31,NA,18,blanco,sano,30
abisinio,macho,443.49,NA,NA,negro,NA,14
peruano,hembra,676.68,24,17,negro,sano,49
híbrido,macho,879.14,17,25,blanco,flaco,53
abisinio,macho,620.33,23,16,pintado,sano,14
andino,macho,735.85,NA,NA,rojizo,NA,24
peruano,macho,863.18,26,20,negro,sano,11
peruano,macho,838.99,25,NA,blanco,NA,15
peruano,hembra,765.96,25,16,blanco,gordo,28
peruano,macho,853.37,NA,NA,negro,NA,11
peruano,macho,928.09,27,NA,marrón,NA,35
andino,macho,NA,NA,19,rojizo,NA,16
andino,macho,816.38,24,17,negro,gordo,36
peruano,macho,NA,30,NA,blanco,NA,41
peruano,macho,792.02,30,NA,blanco,NA,52
americano,hembra,897.29,34,22,blanco,sano,29
peruano,hembra,764.11,22,NA,pintado,NA,17
peruano,macho,781.37,27,21,pintado,sano,34
peruano,macho,914.28,31,19,negro,sano,27
peruano,macho,962.53,NA,18,blanco,gordo,33
andino,hembra,567.7,25,16,blanco,sano,47
americano,macho,902.47,26,19,marrón,sano,65
peruano,macho,NA,29,19,marrón,NA,55
peruano,hembra,763.73,28,18,blanco,sano,55
peruano,hembra,809.38,25,17,blanco,gordo,56
peruano,macho,NA,27,NA,blanco,NA,29
peruano,macho,812.11,28,20,negro,sano,21
híbrido,macho,1158.58,31,17,blanco,obeso,12
andino,macho,718.06,NA,17,tricolor,sano,26
peruano,hembra,741.7,29,19,negro,sano,20
andino,macho,795.37,24,17,blanco,gordo,17
peruano,macho,1000.53,24,20,negro,sano,64
americano,macho,874.52,28,NA,marrón,NA,24
peruano,macho,821.95,25,19,blanco,sano,47
andino,macho,679.73,26,17,negro,sano,32
peruano,macho,853.83,30,19,negro,sano,62
híbrido,macho,745.51,18,22,pintado,sano,40
abisinio,macho,440.51,24,17,negro,flaco,25
peruano,macho,NA,NA,19,blanco,NA,33
andino,hembra,640.64,NA,17,blanco,sano,35
andino,hembra,723.99,NA,NA,rojizo,NA,54
peruano,hembra,737.8,27,NA,blanco,NA,43
híbrido,hembra,568.44,NA,18,tricolor,sano,53
abisinio,macho,575.33,NA,NA,negro,NA,16
andino,macho,697.64,21,19,negro,sano,37
peruano,macho,NA,30,20,negro,NA,47
abisinio,macho,NA,NA,17,pintado,NA,32
americano,macho,948.24,NA,18,marrón,gordo,48
peruano,macho,703.68,24,21,negro,sano,17
andino,macho,NA,22,18,blanco,NA,31
peruano,hembra,675.16,25,17,pintado,sano,25
americano,hembra,663.05,26,20,blanco,sano,22
andino,hembra,577.27,NA,NA,blanco,NA,24
peruano,macho,910.94,NA,21,blanco,sano,14
híbrido,hembra,715.95,NA,19,tricolor,sano,48
peruano,macho,937.78,30,21,pintado,sano,17
peruano,macho,859.82,35,19,negro,sano,65
peruano,hembra,682.54,23,20,marrón,sano,41
peruano,hembra,710.22,24,NA,blanco,NA,37
peruano,macho,708.41,29,20,blanco,sano,48
peruano,hembra,554.94,28,18,blanco,sano,41
peruano,hembra,994.27,24,NA,blanco,NA,50
peruano,hembra,690.16,26,NA,blanco,NA,44
americano,macho,832.84,NA,20,negro,sano,27
peruano,macho,967.84,22,21,negro,sano,54
americano,hembra,847.76,30,19,gris,sano,51
skinny,macho,577.29,23,16,rosa,sano,48
peruano,macho,1028.12,NA,22,negro,sano,57
peruano,macho,947.61,26,20,marrón,sano,25
híbrido,hembra,753.04,36,NA,blanco,NA,10
andino,macho,794.49,24,NA,marrón,NA,24
andino,hembra,NA,24,16,blanco,NA,57
peruano,macho,804.58,30,NA,blanco,NA,56
andino,macho,NA,24,NA,negro,NA,59
peruano,macho,784.1,29,20,negro,sano,13
andino,macho,772.39,NA,NA,rojizo,NA,64
peruano,macho,864.24,28,20,negro,sano,30
andino,macho,831.67,21,NA,marrón,NA,63
peruano,hembra,942.37,27,18,negro,gordo,53
peruano,hembra,664.25,27,17,negro,sano,32
peruano,macho,752.5,25,20,marrón,sano,15
andino,macho,742.87,25,18,blanco,sano,21
peruano,hembra,NA,NA,NA,marrón,NA,38
andino,macho,914.11,21,18,negro,gordo,58
peruano,macho,770.61,28,20,blanco,sano,15
peruano,hembra,852.43,26,20,marrón,sano,26
andino,macho,873.38,21,18,negro,gordo,43
peruano,macho,943.98,NA,NA,pintado,NA,62
peruano,hembra,638.33,24,19,blanco,sano,53
peruano,hembra,527.81,24,18,blanco,sano,20
peruano,macho,782.51,25,20,blanco,sano,48
andino,hembra,601.82,23,15,blanco,gordo,34
andino,hembra,NA,19,17,marrón,NA,42
americano,macho,NA,28,18,gris,NA,61
abisinio,macho,NA,NA,16,gris,NA,15
peruano,hembra,730.94,24,18,negro,sano,21
peruano,hembra,717.24,22,17,blanco,gordo,22
híbrido,macho,687.42,30,17,pintado,sano,25
andino,hembra,NA,NA,15,blanco,NA,19
abisinio,macho,715.76,27,17,gris,sano,60
peruano,hembra,635.91,24,16,pintado,sano,48
peruano,macho,795.77,30,20,pintado,sano,41
peruano,macho,NA,30,18,blanco,NA,37
andino,hembra,878.2,NA,17,negro,gordo,29
andino,macho,NA,25,17,rojizo,NA,44
peruano,macho,1087.11,31,19,blanco,gordo,18
andino,hembra,612.16,25,17,negro,sano,42
andino,hembra,758.04,21,17,blanco,gordo,58
peruano,hembra,698.33,25,18,negro,sano,40
peruano,macho,868.9,22,NA,pintado,NA,52
peruano,hembra,754.13,23,21,negro,sano,42
peruano,macho,NA,32,19,blanco,NA,42
andino,macho,709.53,22,18,rojizo,sano,59
peruano,macho,682.36,27,NA,blanco,NA,36
peruano,hembra,739.3,20,NA,marrón,NA,55
peruano,macho,683.63,25,NA,marrón,NA,61
peruano,macho,768.19,NA,NA,marrón,NA,26
peruano,macho,NA,21,20,pintado,NA,59
andino,macho,886.51,28,20,marrón,sano,56
andino,macho,NA,NA,18,negro,NA,60
americano,macho,693.37,27,19,marrón,sano,44
andino,macho,742.4,NA,18,negro,sano,50
peruano,hembra,NA,23,17,pintado,NA,46
híbrido,macho,409.52,20,NA,tricolor,NA,36
peruano,hembra,665.48,29,18,blanco,sano,43
peruano,macho,910.17,24,21,pintado,sano,58
peruano,macho,817.35,25,20,marrón,sano,31
peruano,hembra,736.44,26,16,blanco,gordo,60
peruano,macho,NA,NA,19,marrón,NA,17
andino,hembra,638.85,23,NA,tricolor,NA,31
andino,hembra,NA,26,NA,tricolor,NA,14
peruano,hembra,766.31,29,18,blanco,sano,25
abisinio,macho,529.04,NA,15,pintado,sano,35
peruano,macho,952.05,NA,NA,marrón,NA,19
peruano,macho,965.39,29,18,blanco,gordo,34
peruano,macho,907.58,24,18,negro,gordo,17
americano,hembra,727.98,28,20,negro,sano,62
andino,hembra,894.29,24,16,rojizo,gordo,23
andino,macho,965.8,23,19,negro,gordo,23
andino,macho,621.46,29,19,blanco,sano,56
andino,macho,590.6,27,19,tricolor,sano,40
americano,hembra,858.03,28,NA,blanco,NA,10
peruano,macho,961.92,NA,20,pintado,sano,39
andino,macho,960.31,NA,NA,marrón,NA,47
peruano,macho,821.72,27,19,negro,sano,32
peruano,hembra,705.83,20,19,marrón,sano,56
peruano,hembra,734.82,NA,19,marrón,sano,32
andino,macho,NA,26,19,blanco,NA,35
andino,macho,861.83,23,NA,marrón,NA,55
andino,macho,802.29,27,NA,marrón,NA,38
andino,macho,669.4,29,18,blanco,sano,21
andino,macho,736.67,30,18,blanco,sano,49
abisinio,macho,505.2,23,16,negro,sano,52
andino,macho,689.55,24,18,rojizo,sano,42
andino,macho,748.24,25,16,blanco,gordo,51
híbrido,macho,NA,31,16,blanco,NA,12
híbrido,hembra,569.99,NA,NA,marrón,NA,46
peruano,hembra,622.07,NA,17,negro,sano,44
peruano,macho,728.94,22,19,pintado,sano,34
peruano,hembra,505.18,24,18,marrón,flaco,66
abisinio,macho,640.95,20,16,pintado,gordo,35
abisinio,macho,753.57,25,16,negro,gordo,29
peruano,macho,719.58,27,20,blanco,sano,49
andino,hembra,634.99,NA,15,negro,gordo,28
abisinio,macho,478.44,22,17,marrón oscuro,sano,61
híbrido,macho,1488.47,21,NA,pintado,NA,46
peruano,hembra,685.45,27,18,blanco,sano,35
americano,macho,883.79,27,NA,negro,NA,30
peruano,hembra,616.29,NA,NA,negro,NA,50
híbrido,hembra,748.13,24,17,tricolor,gordo,56
peruano,macho,750.07,27,21,marrón,sano,16
andino,macho,760.73,27,NA,blanco,NA,25
peruano,macho,1021.77,28,22,pintado,sano,59
andino,hembra,770.96,29,NA,tricolor,NA,57
peruano,macho,876.39,28,20,blanco,sano,16
andino,hembra,720.5,24,17,blanco,sano,65
andino,macho,929.68,24,NA,marrón,NA,42
peruano,macho,590.16,26,18,negro,sano,27
peruano,hembra,778.56,25,20,blanco,sano,26
andino,macho,902.26,23,NA,tricolor,NA,34
peruano,hembra,566.26,NA,18,marrón,sano,19
peruano,hembra,NA,31,NA,marrón,NA,61
híbrido,macho,741.1,21,NA,tricolor,NA,18
peruano,hembra,NA,28,NA,blanco,NA,34
peruano,hembra,NA,25,17,marrón,NA,41
peruano,macho,996.56,26,21,pintado,sano,63
peruano,macho,967.88,26,21,blanco,sano,40
peruano,macho,734.58,33,19,blanco,sano,31
peruano,hembra,786.75,28,19,pintado,sano,63
andino,macho,910.63,28,17,negro,gordo,23
peruano,macho,801.27,27,19,pintado,sano,49
peruano,hembra,813.02,NA,15,blanco,gordo,26
peruano,macho,672.17,NA,NA,negro,NA,38
andino,macho,NA,NA,NA,negro,NA,26
andino,hembra,790.11,25,NA,tricolor,NA,47
andino,macho,713.89,NA,18,marrón,sano,53
americano,hembra,806.38,28,21,blanco,sano,31
andino,hembra,766.45,21,17,negro,gordo,36
americano,macho,NA,35,22,negro,NA,48
peruano,macho,944.4,25,22,blanco,sano,50
abisinio,macho,557.76,26,15,negro,gordo,34
peruano,macho,928.19,23,22,blanco,sano,24
peruano,hembra,761.63,28,19,pintado,sano,23
peruano,macho,693.51,NA,19,negro,sano,23
peruano,hembra,804.77,26,18,negro,sano,40
andino,macho,807.19,26,19,marrón,sano,49
americano,hembra,1055.69,28,22,gris,sano,39
peruano,macho,784.96,27,18,blanco,sano,54
andino,hembra,NA,26,15,marrón,NA,60
peruano,macho,NA,33,NA,pintado,NA,50
andino,macho,698.13,24,NA,blanco,NA,48
peruano,macho,1045.65,27,20,blanco,gordo,32
andino,macho,638.36,30,18,tricolor,sano,56
peruano,hembra,598.52,27,18,negro,sano,53
peruano,macho,856.37,NA,18,marrón,gordo,46
andino,hembra,780.28,25,17,negro,gordo,47
peruano,hembra,824.36,27,16,blanco,gordo,50
andino,hembra,699.05,23,16,marrón,gordo,48
peruano,macho,885.07,NA,20,pintado,sano,42
peruano,macho,743.64,30,19,negro,sano,20
peruano,macho,809.97,29,20,negro,sano,35
peruano,macho,786.68,29,20,blanco,sano,53
andino,macho,821.29,27,17,tricolor,gordo,29
peruano,macho,NA,23,20,negro,NA,29
andino,macho,895.48,NA,NA,tricolor,NA,57
peruano,macho,NA,28,19,blanco,NA,26
andino,macho,737.06,24,NA,blanco,NA,15
híbrido,hembra,549.2,17,23,marrón,flaco,42
peruano,macho,863.24,27,20,negro,sano,10
andino,macho,808.15,26,20,marrón,sano,48
abisinio,macho,569.25,29,16,negro,sano,20
peruano,macho,936.8,28,NA,blanco,NA,55
peruano,macho,676.99,25,17,blanco,sano,34
americano,macho,1032.78,31,NA,negro,NA,22
peruano,hembra,774.24,NA,NA,blanco,NA,48
peruano,macho,767.25,NA,NA,marrón,NA,28
híbrido,hembra,NA,25,23,tricolor,NA,17
andino,macho,994.8,28,16,negro,obeso,24
peruano,macho,916.72,28,20,pintado,sano,33
andino,macho,843.26,NA,18,rojizo,gordo,32
peruano,hembra,634.1,NA,18,blanco,sano,28
híbrido,hembra,1308.18,NA,22,blanco,gordo,63
peruano,hembra,599.2,20,18,negro,sano,60
andino,macho,789.5,27,NA,blanco,NA,56
híbrido,macho,1380.92,34,NA,blanco,NA,48
andino,macho,760.48,24,NA,tricolor,NA,46
andino,hembra,783.35,23,19,marrón,sano,50
andino,hembra,NA,17,NA,marrón,NA,17
peruano,hembra,629.27,24,19,blanco,sano,17
peruano,hembra,NA,24,17,marrón,NA,30
andino,macho,717.28,NA,18,blanco,sano,44
peruano,hembra,NA,22,17,marrón,NA,24
