Raza,Sexo,Peso,Largo,Cintura,Color,Talla,Edad
Peruano,h,662.34,NA,17,pintado,Sano,48
Cuy abisinio,macho,727.42,26,15,gris,goordoo,56
Peruano,H,711.22,25,18,Negro,Sano,59
Peruano,macho,932.28,NA,19,marrón,Sano,27
Cuy Peruano,hembra,627.38,30,NA,Blanco,NA,52
Cuy Andino,m,791.55,28,NA,tricolor,NA,46
Peruano,H,618.69,28,18,Negro,sano,57
Cuy híbrido,Macho,NA,NA,NA,Tricolor,NA,15
Cuy Peruano,h,615.72,22,18,Blanco,sano,41
NA,Hembra,879.53,27,NA,tricolor,NA,31
híbrido,Macho,852.57,NA,23,Tricolor,Sano,53
Cuy Andino,macho,836.8,24,NA,Rojizo,NA,14
Cuy americano,Hembra,819.07,27,20,Tricolor,Sano,19
Abisinio,Macho,696.87,25,17,marrón oscuro,Sano,22
peruano,H,615.56,28,18,blanco,sano,29
peruano,macho,829.07,26,20,Blanco,sano,47
Cuy andino,hembra,635.21,NA,17,Negro,sano,34
peruano,m,920.28,30,NA,Blanco,NA,52
Andino,H,668.15,25,17,rojizo,Sano,41
andino,m,925.8,30,NA,marrón,NA,43
Cuy Peruano,h,714.24,28,19,blanco,Sano,15
híbrido,m,1121.25,24,18,tricolor,Obesoo,29
Cuy andino,hembra,591.25,21,17,Negro,sano,57
Peruano,h,836.69,26,19,Blanco,Sano,19
Cuy peruano,m,798.51,29,18,Negro,sano,56
Peruano,macho,724.94,29,NA,Blancoo,NA,31
Cuy peruano,h,NA,25,19,Pintado,NA,47
Cuy peruano,macho,803.28,25,NA,Marrón,NA,39
Cuy Americano,m,812.8,32,18,Negro,sano,27
Cuy Peruano,H,NA,NA,18,Blanco,NA,30
Cuy peruano,macho,979.21,NA,20,marrón,Sano,49
Peruano,Macho,1017.48,29,20,pintado,Gordo,20
Cuy abisinio,macho,595.7,20,NA,Marrón Oscuro,NA,33
Cuy Andino,h,NA,NA,16,Marrón,NA,37
peruano,Macho,699.37,24,20,Negro,sano,27
Peruano,m,863.57,31,19,Blanco,sano,13
Peruano,Macho,950.85,NA,NA,Marrón,NA,33
Cuy abisinio,m,670.52,24,16,Marrón Oscuro,Sano,45
Cuy peruano,macho,807.34,26,20,blanco,sano,37
Cuy Andino,M,693.56,NA,20,Negro,Sano,55
peruano,Macho,923.16,27,19,Blanco,Sano,15
cuy,Macho,762.36,25,18,blanco,Sano,54
Peruano,hembra,792.05,36,19,Blanco,sano,55
Cuy Peruano,m,1061.34,31,NA,Pintado,NA,40
Andino,Macho,917.11,20,NA,Negro,NA,46
Cuy americano,h,728.39,21,NA,negro,NA,35
Cuy Andino,m,656.86,28,19,Blanco,Sano,52
Andino,hembra,683.77,24,16,Negro,Gordo,26
Cuy Andino,Hembra,NA,24,16,Blanco,NA,30
Cuy peruano,h,663.87,22,18,blanco,Sanoo,51
Cuy Andino,h,716.71,NA,NA,Blanco,NA,22
Peruano,macho,889.76,29,20,blanco,Sano,36
Peruano,m,1081.61,26,NA,Negro,NA,50
Cuy americano,macho,883.05,NA,23,blanco,sano,34
Peruano,Hembra,640.69,23,17,Blanco,sano,17
Cuy andino,H,NA,23,15,Blanco,NA,46
Cuy peruano,Hembra,566.11,NA,17,negroo,sano,41
peruano,Macho,807.91,30,18,blanco,Sano,19
Cuy Andino,M,767,26,19,Blanco,Sano,37
peruano,Macho,922.47,NA,NA,Marrón,NA,16
Cuy Peruano,M,703.8,27,19,Negro,sano,43
Cuy Peruano,h,621.65,27,17,Blanco,sano,48
Andino,M,618.69,24,NA,Rojizo,NA,12
Peruano,Hembra,702.1,24,NA,blanco,NA,41
peruano,macho,1008.95,25,18,Pintado,gordo,26
Abisinio,Macho,513.27,23,17,Marrón Oscuro,Sano,46
Cuy peruano,H,618.84,23,19,Negro,Sano,21
Cuy Peruano,hembra,868.36,24,16,Negro,gordo,40
peruano,Macho,883.4,27,18,marrón,Gordo,42
peruano,Hembra,789.08,28,NA,blanco,NA,38
Híbrido,Macho,1064.9,38,17,pintado,gordo,30
Cuy peruano,Hembra,656.39,28,17,blanco,sano,23
Cuy Abisinio,Macho,498.03,21,17,marrón oscuro,Sano,33
andino,macho,733.61,25,18,tricolor,sano,41
peruano,m,801.66,25,20,Blanco,Sano,15
Andino,M,767.37,NA,NA,Blanco,NA,38
peruano,h,712.06,25,20,blanco,Sano,55
Cuy Peruano,Hembra,958.12,28,NA,Negro,NA,43
andino,Hembra,759.95,23,16,Tricolor,Gordo,25
Abisinio,Macho,675.52,22,17,Pintado,Sano,64
Cuy Peruano,m,1068.92,27,19,Marrón,Gordo,52
Peruano,macho,976.83,28,19,marrón,Gordo,29
Cuy Peruano,macho,826,NA,NA,Marrón,NA,24
Cuy Abisinio,Macho,523.39,NA,16,Marrón Oscuro,Sano,48
Cuy Andino,Macho,846.44,21,19,Blanco,Sano,20
Cuy híbrido,M,621.13,16,22,Blanco,Flaco,31
Cuy peruano,H,607.38,27,18,blanco,Sano,43
Peruano,M,714.23,NA,20,blanco,sano,33
Cuy peruano,h,693.14,26,18,Pintado,Sano,58
híbrido,M,NA,31,NA,tricolor,NA,59
Cuy andino,macho,689.61,26,16,Negro,Gordo,53
Peruano,Hembra,747.54,27,19,negro,Sano,36
Cuy Peruano,macho,830.15,31,19,Blanco,sano,30
peruano,h,647.6,NA,NA,blanco,NA,25
Peruano,Macho,789.48,NA,19,Marrón,Sano,48
Peruano,h,855.78,25,NA,marrón,NA,26
peruano,Macho,965.46,26,NA,blanco,NA,47
Cuy Andino,Hembra,627.45,21,NA,Blanco,NA,62
Americano,macho,910.4,NA,NA,Marrón,NA,47
Cuy Peruano,Macho,960.4,28,20,marrón,Sano,46
Americano,M,1353.48,34,20,tricolor,gordo,54
Cuy Peruano,h,NA,30,NA,marrón,NA,49
Cuy peruano,Macho,928,30,20,blanco,Sano,29
Peruano,Macho,836.07,27,21,Blanco,sano,45
Cuy Andino,H,695.87,22,16,Negro,Gordo,46
Abisinio,Macho,562.33,23,NA,pintado,NA,26
Cuy Americano,M,1057.63,29,21,Blanco,sano,44
peruano,Macho,727.01,28,19,marrón,Sano,41
Andino,M,860.63,29,19,Marrón,sano,47
Cuy Peruano,m,NA,26,20,Negro,NA,35
Cuy Peruano,h,683.82,25,NA,Marrón,NA,33
Andino,H,680.73,22,NA,Blanco,NA,17
Cuy peruano,h,673.41,24,NA,Marrón,NA,13
andino,Macho,642.59,27,NA,Blanco,NA,44
Cuy Peruano,Macho,665.6,25,NA,blanco,NA,31
Cuy peruano,Macho,915.82,26,21,negro,Sano,47
Cuy Peruano,hembra,657.7,26,18,blanco,Sano,29
Abisinio,macho,490.6,NA,NA,negro,NA,37
peruano,Macho,771.73,30,NA,pintado,NA,52
Cuy andino,h,618.87,23,17,Marrón,sano,23
Cuy andino,hembra,685.93,21,16,Rojizo,Gordo,36
Cuy,Macho,975.11,NA,21,blanco,Sano,19
Cuy peruano,h,750.18,NA,17,Marrón,gordo,61
andino,M,807.14,NA,17,Rojizo,gordo,25
Peruano,Macho,875.6,26,NA,Blanco,NA,35
Cuy andino,Macho,727.15,28,NA,Marrón,NA,14
Cuy peruano,macho,989.5,31,18,Pintado,Gordo,47
Abisinio,M,557.94,23,17,Pintado,Sano,31
Cuy peruano,H,818.74,24,17,negro,Gordo,19
peruano,macho,NA,26,20,blanco,NA,29
Cuy andino,m,814.7,24,NA,marrón,NA,18
Cuy Peruano,M,744.35,30,20,Negro,Sano,17
Andino,Macho,NA,20,NA,Tricolor,NA,17
Cuy peruano,hembra,722.28,25,NA,Blanco,NA,43
Peruano,m,1070.86,NA,NA,negro,NA,27
peruano,hembra,846.73,23,19,Pintado,Sano,54
Cuy Americano,hembra,895.76,27,20,Blanco,sano,51
adinon,M,812.34,29,18,Blanco,sano,37
andino,Macho,806.56,30,19,Blanco,Sano,37
Cuy peruano,m,978.19,26,23,Blanco,Sano,26
peruano,h,735.15,23,18,negro,sano,14
Peruano,Macho,737.78,NA,NA,marrón,NA,15
Cuy andino,Hembra,802.81,19,17,Blanco,gordo,57
Cuy peruano,Macho,888.65,NA,20,pintado,sano,30
Cuy Andino,Hembra,722.01,26,16,Blanco,gordo,33
Cuy peruano,h,713.41,23,20,blanco,Sano,33
Cuy Andino,Macho,889.87,26,NA,Marrón,NA,10
Abisinio,macho,654.44,26,NA,pintado,NA,54
Peruano,M,1015.84,28,NA,negro,NA,53
Cuy Peruano,macho,848.1,26,20,blanco,Sano,57
hibrido,m,NA,NA,24,blanco,NA,61
Cuy Peruano,H,772.07,NA,18,Marrón,Sano,41
Cuy peruano,M,855.05,27,21,Blanco,Sano,38
andino,Macho,873.96,26,19,Rojizo,Sano,20
peruano,macho,631.88,25,20,negro,Sano,28
Cuy Peruano,macho,NA,30,19,marrón,NA,32
Peruano,hembra,730.67,23,19,Marrón,sano,39
Andino,M,1012.95,25,20,Rojizo,Gordo,20
Cuy Híbrido,Macho,963.8,19,24,Pintado,Sano,25
andino,h,707.06,22,NA,rojizo,NA,58
Peruano,Macho,NA,29,NA,Negro,NA,24
Cuy abisinio,macho,537.11,24,16,Negro,Sano,20
Peruano,Macho,953.18,NA,NA,Negro,NA,58
Cuy Abisinio,Macho,636.19,22,18,gris,sano,48
Cuy peruano,h,588.65,25,NA,Blanco,NA,48
Cuy Peruano,Hembra,700.15,23,NA,Negro,NA,59
Peruano,H,956.28,25,NA,Blanco,NA,48
Cuy Peruano,macho,835.19,NA,NA,Marrón,NA,32
Cuy Americano,h,879.53,26,20,negro,sano,52
peruano,macho,628.03,22,21,Blanco,Flaco,53
Cuy Híbrido,Macho,513.87,25,NA,Pintado,NA,56
Cuy Andino,macho,690.89,25,18,marrón,Sano,42
Andino,hembra,727.78,NA,NA,Tricolor,NA,46
Peruano,M,823.71,27,21,Negro,Sano,17
Abisinio,m,688.79,22,19,marrón oscuro,Sano,11
Cuy peruano,Macho,746.37,28,19,Pintado,Sano,13
Abisinio,Macho,587.5,25,15,pintado,Sanoo,52
Cuy americano,M,1001.91,33,22,Marrón,sano,60
Cuy abisinio,m,583.33,24,17,Marrón Oscuro,sano,46
Cuy peruano,M,867.26,31,19,blanco,Sano,38
Cuy híbrido,Macho,1066.35,33,23,tricolor,Sano,24
peruano,macho,NA,29,20,Blanco,NA,56
Abisinio,macho,636.6,23,NA,Gris,NA,44
Peruano,H,850.29,28,18,pintado,Gordo,44
Cuy americano,macho,1262.22,26,22,blanco,sano,50
peruano,m,NA,29,NA,negro,NA,25
Peruano,hembra,578.51,22,NA,Blanco,NA,34
híbrido,macho,1069.13,15,24,tricolor,sano,33
andino,macho,857.08,NA,NA,Negro,NA,20
Peruano,H,705.08,23,17,Blanco,Sano,22
andino,h,749.33,28,18,marrón,Sano,22
Cuy Peruano,macho,651.43,25,NA,Blanco,NA,51
Cuy Peruano,macho,NA,27,20,Pintado,NA,37
Cuy andino,hembra,559.44,19,17,Blanco,Sano,21
híbrido,Hembra,NA,NA,NA,Tricolor,NA,38
Cuy abisinio,m,734.2,22,16,gris,gordo,51
Peruano,h,754.22,24,16,Blanco,gordo,46
Peruano,macho,571.01,NA,20,Blanco,Flaco,46
Cuy andino,m,869.25,NA,19,Blanco,sano,44
Andino,macho,868.69,23,17,blanco,Gordo,29
Cuy Peruano,Macho,811.06,24,NA,blanco,NA,24
Peruano,h,891.63,24,NA,pintado,NA,47
Cuy Peruano,H,913.57,21,20,Blanco,sano,56
andino,Macho,643.73,27,NA,negro,NA,13
adinon,macho,744.65,23,18,Negro,Sano,43
Cuy andino,Hembra,729.82,22,16,Negro,gordo,20
Cuy peruano,macho,985,28,19,Negro,Gordo,26
Andino,macho,743.35,26,17,Blanco,gordo,43
Peruano,macho,639.53,29,17,blanco,sano,21
Cuy abisinio,Macho,643,NA,NA,marrón oscuro,NA,39
peruano,m,796.92,24,19,Marrón,Sano,42
Peruano,Macho,872.73,32,20,Blancoo,sano,46
Cuy andino,macho,739.21,19,18,marrón,Sano,16
Cuy abisinio,Macho,700.56,NA,18,Negroo,Sano,19
Cuy Andino,M,667.26,25,18,Negro,Sano,34
Cuy peruano,hembra,806.88,NA,18,Blanco,Gordo,12
Cuy Peruano,m,699.95,25,20,negro,Sano,35
peruano,Macho,NA,29,20,Negro,NA,13
peruano,Hembra,565.2,27,19,blanco,Sano,50
Peruano,hembra,NA,32,17,Marrón,NA,34
Cuy Andino,macho,806.8,25,16,Marrón,gordo,53
Cuy Peruano,Macho,NA,29,21,Blanco,NA,28
Andino,H,851.37,24,17,blanco,gordo,65
andino,hembra,785.96,25,17,negro,Gordo,26
Cuy Andino,Macho,736.64,26,20,negro,sano,11
Andino,m,821.48,24,18,blanco,Gordo,47
Peruano,hembra,898.67,29,19,negro,Sano,45
Cuy Andino,Hembra,714.85,20,16,Negro,Gordo,44
Cuy Abisinio,macho,598.52,22,NA,gris,NA,55
adinon,Macho,NA,23,18,negro,NA,44
Cuy andino,M,835.12,29,19,Marrón,Sano,54
Cuy peruano,M,753.83,27,18,negro,sano,47
Cuy Abisinio,M,NA,24,NA,negro,NA,26
Cuy Peruano,M,694.01,29,20,Marrón,Sano,57
Cuy americano,hembra,NA,26,20,Negro,NA,30
Peruano,H,699.92,27,18,pintado,Sano,43
Cuy peruano,h,619.57,26,19,marrón,Sano,27
Cuy andino,hembra,672.81,24,16,Blanco,Gordo,36
Cuy,h,1373.58,33,19,Pintado,obeso,29
hibrido,Hembra,830.73,37,18,Blanco,Gordo,54
Cuy híbrido,hembra,676.06,NA,15,Tricolor,Gordo,57
peruano,hembra,886.3,24,18,Blanco,Gordo,11
peruano,macho,726.51,21,18,blanco,Sano,47
híbrido,macho,1346.18,33,NA,Pintado,NA,62
Cuy Abisinio,m,654.9,NA,15,Marrón Oscuro,gordo,18
peruano,hembra,776.07,28,18,Blanco,sano,18
Cuy Andino,macho,799.1,NA,18,Negro,gordo,33
Cuy peruano,Macho,676.43,NA,21,negro,Sano,31
hibrido,m,576.23,21,NA,tricolor,NA,28
Cuy Peruano,hembra,602.55,24,16,blanco,Sano,27
andino,macho,NA,26,NA,blanco,NA,27
Andino,Macho,752.61,26,NA,Negro,NA,12
Peruano,h,709.44,24,NA,Blanco,NA,59
Cuy abisinio,m,563.77,29,14,Gris,Gordo,39
Cuy Andino,Macho,790.88,28,18,rojizo,gordo,16
Cuy peruano,Macho,732.84,26,20,Blanco,sano,40
andino,H,705.11,21,16,blanco,gordo,41
Cuy Andino,M,748.14,NA,17,Marrón,Gordo,61
Cuy Andino,m,786.91,NA,NA,negro,NA,30
peruano,Macho,965.58,NA,21,Pintado,sano,42
cuy,H,NA,32,15,pintado,NA,23
Cuy Peruano,hembra,631.06,NA,18,Pintado,Sano,28
Cuy peruano,Macho,852.13,33,NA,Blanco,NA,20
peruano,H,902.28,20,NA,blanco,NA,39
Peruano,Macho,732.47,24,NA,pintado,NA,20
Peruano,h,666.95,23,NA,Blanco,NA,21
Americano,Hembra,722.87,NA,NA,negro,NA,53
Peruano,h,NA,24,19,Marrón,NA,61
peruano,h,692.54,26,18,Negro,Sano,10
peruano,m,735.78,NA,21,marrón,sano,23
peruano,h,824.56,22,18,Marrón,sanoo,45
Cuy Andino,Macho,653.32,NA,19,Marrón,Sano,54
Cuy Andino,macho,833.08,27,18,Tricolor,Gordo,42
Cuy Andino,hembra,726.2,23,NA,Blanco,NA,17
híbrido,M,NA,NA,15,Tricolor,NA,36
peruano,M,NA,23,20,Blanco,NA,24
peruano,H,580.45,26,NA,marrón,NA,51
NA,hembra,1219.47,38,16,Pintado,obeso,35
Cuy peruano,h,662.37,24,18,negro,sano,43
Híbrido,h,534.99,19,19,Marrón,sano,16
hibrido,Macho,912.69,NA,15,pintado,obeso,20
Cuy Andino,M,667.62,NA,18,marrón,Sano,51
Peruano,H,827.1,22,17,Blanco,Gordo,43
Americano,Hembra,799.22,NA,NA,Blanco,NA,31
Cuy abisinio,M,552.63,NA,17,Negro,Sano,40
andino,H,598.73,NA,NA,blanco,NA,56
Cuy peruano,h,725.79,26,17,Marrón,Sano,46
Cuy Andino,Hembra,683.15,NA,NA,Blanco,NA,16
Cuy,h,371.14,26,14,Pintado,Sano,12
Cuy peruano,Macho,707.47,27,20,blanco,Sano,31
Peruano,macho,735.39,31,NA,Blanco,NA,62
Peruano,hembra,745.31,26,18,blanco,Sano,52
Peruano,Hembra,NA,NA,NA,blanco,NA,34
Cuy Peruano,h,608.84,20,19,marrón,sano,13
peruano,h,609.61,25,19,blanco,sano,24
Cuy peruano,macho,1028.53,30,20,blanco,Sano,56
Cuy andino,M,889.05,28,22,Negro,sano,17
peruano,hembra,781.63,24,19,Negro,Sano,31
Cuy peruano,Hembra,785.31,NA,18,blanco,Sano,30
Cuy Abismo,macho,443.49,NA,NA,Negro,NA,14
Cuy peruano,H,676.68,24,17,Negro,Sano,49
hibrido,Macho,879.14,17,25,blanco,flaco,53
Abisinio,M,620.33,23,16,Pintado,Sano,14
Cuy Andino,macho,735.85,NA,NA,rojizo,NA,24
Peruano,m,863.18,26,20,Negro,sano,11
Cuy Peruano,m,838.99,25,NA,Blanco,NA,15
Cuy Peruano,h,765.96,25,16,Blanco,Gordo,28
Cuy Peruano,macho,853.37,NA,NA,negro,NA,11
Peruano,Macho,928.09,27,NA,marrón,NA,35
Cuy Andino,m,NA,NA,19,Rojizo,NA,16
andino,M,816.38,24,17,negro,gordo,36
peruano,Macho,NA,30,NA,Blanco,NA,41
Cuy peruano,Macho,792.02,30,NA,Blanco,NA,52
Americano,Hembra,897.29,34,22,Blanco,sano,29
peruano,hembra,764.11,22,NA,Pintado,NA,17
peruano,Macho,781.37,27,21,pintado,Sano,34
Peruano,macho,914.28,31,19,Negro,Sano,27
Peruano,Macho,962.53,NA,18,blanco,gordo,33
Cuy andino,H,567.7,25,16,Blanco,Sano,47
Americano,Macho,902.47,26,19,Marrón,sano,65
peruano,Macho,NA,29,19,marrón,NA,55
peruano,hembra,763.73,28,18,Blanco,Sano,55
Cuy peruano,H,809.38,25,17,blanco,Gordo,56
Peruano,Macho,NA,27,NA,Blanco,NA,29
Peruano,Macho,812.11,28,20,Negro,sano,21
NA,Macho,1158.58,31,17,Blanco,obeso,12
andino,Macho,718.06,NA,17,tricolor,Sano,26
Cuy peruano,h,741.7,29,19,Negro,sano,20
Cuy Andino,Macho,795.37,24,17,Blanco,Gordo,17
peruano,M,1000.53,24,20,Negro,Sano,64
Americano,Macho,874.52,28,NA,marrón,NA,24
peruano,macho,821.95,25,19,Blanco,Sano,47
Cuy andino,m,679.73,26,17,Negro,Sano,32
Cuy Peruano,Macho,853.83,30,19,negro,sano,62
cuy,macho,745.51,18,22,Pintado,Sano,40
Cuy Abisinio,M,440.51,24,17,Negro,Flaco,25
Cuy peruano,Macho,NA,NA,19,blanco,NA,33
Cuy Andino,H,640.64,NA,17,Blanco,sano,35
aNDino,Hembra,723.99,NA,NA,rojizo,NA,54
Cuy Peruano,Hembra,737.8,27,NA,Blanco,NA,43
Cuy Híbrido,Hembra,568.44,NA,18,Tricolor,sano,53
Cuy abisinio,Macho,575.33,NA,NA,Negro,NA,16
Cuy andino,Macho,697.64,21,19,Negro,Sano,37
Peruano,Macho,NA,30,20,Negro,NA,47
Cuy abisinio,macho,NA,NA,17,pintado,NA,32
Cuy Americano,Macho,948.24,NA,18,Marrón,gordo,48
Peruano,Macho,703.68,24,21,Negro,Sano,17
andino,M,NA,22,18,Blanco,NA,31
Cuy peruano,H,675.16,25,17,Pintado,Sano,25
Cuy Americano,h,663.05,26,20,blanco,sano,22
Cuy Andino,hembra,577.27,NA,NA,blanco,NA,24
peruano,M,910.94,NA,21,Blanco,Sano,14
Cuy Híbrido,h,715.95,NA,19,Tricolor,sano,48
Cuy peruano,M,937.78,30,21,Pintado,Sano,17
Cuy Peruano,Macho,859.82,35,19,Negro,Sano,65
Cuy peruano,h,682.54,23,20,Marrón,Sano,41
Cuy peruano,h,710.22,24,NA,Blanco,NA,37
Cuy Peruano,Macho,708.41,29,20,blanco,Sano,48
Peruano,hembra,554.94,28,18,Blanco,Sano,41
Cuy peruano,h,994.27,24,NA,blanco,NA,50
Cuy peruano,h,690.16,26,NA,Blanco,NA,44
Cuy americano,macho,832.84,NA,20,Negro,Sano,27
Cuy peruano,macho,967.84,22,21,Negro,Sano,54
Cuy americano,Hembra,847.76,30,19,Gris,Sano,51
Cuy skinny,macho,577.29,23,16,Rosa,sano,48
Peruano,Macho,1028.12,NA,22,Negro,sano,57
Cuy Peruano,m,947.61,26,20,marrón,Sano,25
Hibrido,h,753.04,36,NA,Blanco,NA,10
Andino,macho,794.49,24,NA,marrón,NA,24
andino,H,NA,24,16,blanco,NA,57
Cuy Peruano,macho,804.58,30,NA,Blanco,NA,56
Cuy andino,m,NA,24,NA,Negro,NA,59
peruano,macho,784.1,29,20,negro,Sano,13
andino,M,772.39,NA,NA,Rojizo,NA,64
Cuy peruano,macho,864.24,28,20,Negro,Sano,30
Cuy andino,m,831.67,21,NA,marrón,NA,63
peruano,H,942.37,27,18,Negro,Gordo,53
peruano,H,664.25,27,17,negro,Sano,32
peruano,macho,752.5,25,20,marrón,sano,15
andino,macho,742.87,25,18,Blanco,Sano,21
Cuy Peruano,Hembra,NA,NA,NA,Marrón,NA,38
Cuy Andino,macho,914.11,21,18,Negro,gordoo,58
Peruano,Macho,770.61,28,20,Blanco,Sano,15
Peruano,H,852.43,26,20,Marrón,Sano,26
Cuy andino,Macho,873.38,21,18,Negro,Gordo,43
Cuy peruano,macho,943.98,NA,NA,Pintado,NA,62
Peruano,Hembra,638.33,24,19,Blanco,Sano,53
peruano,h,527.81,24,18,Blanco,Sano,20
Cuy peruano,macho,782.51,25,20,Blanco,sano,48
adinon,Hembra,601.82,23,15,blanco,gordo,34
Andino,h,NA,19,17,marrón,NA,42
Americano,macho,NA,28,18,Gris,NA,61
Cuy Abisinio,m,NA,NA,16,Gris,NA,15
peruano,Hembra,730.94,24,18,negro,Sano,21
Cuy Peruano,H,717.24,22,17,Blanco,Gordo,22
híbrido,macho,687.42,30,17,Pintado,sano,25
andino,H,NA,NA,15,Blanco,NA,19
Cuy Abisinio,m,715.76,27,17,Gris,sano,60
Peruano,h,635.91,24,16,Pintado,sano,48
Peruano,M,795.77,30,20,Pintado,sano,41
Cuy Peruano,m,NA,30,18,blanco,NA,37
Cuy andino,H,878.2,NA,17,negro,gordo,29
andino,M,NA,25,17,rojizo,NA,44
Peruano,macho,1087.11,31,19,blanco,Gordo,18
Andino,h,612.16,25,17,Negro,Sano,42
adinon,hembra,758.04,21,17,blanco,Gordo,58
Peruano,hembra,698.33,25,18,Negro,sano,40
Peruano,Macho,868.9,22,NA,Pintado,NA,52
Cuy Peruano,hembra,754.13,23,21,Negro,Sano,42
peruano,macho,NA,32,19,Blanco,NA,42
andino,Macho,709.53,22,18,Rojizo,Sano,59
Peruano,macho,682.36,27,NA,Blanco,NA,36
Cuy Peruano,H,739.3,20,NA,marrón,NA,55
peruano,Macho,683.63,25,NA,marrón,NA,61
Cuy peruano,Macho,768.19,NA,NA,marrón,NA,26
Peruano,m,NA,21,20,pintado,NA,59
Cuy andino,macho,886.51,28,20,Marrón,Sano,56
Cuy andino,M,NA,NA,18,negro,NA,60
Cuy Americano,m,693.37,27,19,marrón,Sano,44
Andino,macho,742.4,NA,18,Negro,sano,50
Cuy Peruano,h,NA,23,17,pintado,NA,46
híbrido,Macho,409.52,20,NA,Tricolor,NA,36
Cuy Peruano,H,665.48,29,18,Blanco,sano,43
Peruano,macho,910.17,24,21,pintado,Sano,58
peruano,macho,817.35,25,20,Marrón,Sanoo,31
Peruano,h,736.44,26,16,Blanco,Gordo,60
Cuy Peruano,Macho,NA,NA,19,marrón,NA,17
Cuy andino,hembra,638.85,23,NA,Tricolor,NA,31
Cuy Andino,hembra,NA,26,NA,tricolor,NA,14
Peruano,H,766.31,29,18,blanco,sano,25
Cuy Abisinio,m,529.04,NA,15,pintado,sano,35
peruano,Macho,952.05,NA,NA,marrón,NA,19
Peruano,macho,965.39,29,18,blanco,Gordo,34
peruano,M,907.58,24,18,Negro,Gordo,17
Cuy Americano,h,727.98,28,20,Negro,Sano,62
andino,h,894.29,24,16,rojizo,gordo,23
Cuy Andino,macho,965.8,23,19,Negro,gordo,23
Cuy andino,macho,621.46,29,19,blanco,Sano,56
Cuy Andino,macho,590.6,27,19,tricolor,Sano,40
Cuy americano,h,858.03,28,NA,Blanco,NA,10
Peruano,Macho,961.92,NA,20,pintado,Sano,39
Cuy andino,macho,960.31,NA,NA,Marrón,NA,47
Cuy peruano,macho,821.72,27,19,Negro,Sano,32
Cuy Peruano,hembra,705.83,20,19,Marrón,Sano,56
Cuy Peruano,h,734.82,NA,19,Marrón,Sano,32
adinon,Macho,NA,26,19,blanco,NA,35
Cuy Andino,M,861.83,23,NA,Marrón,NA,55
Cuy Andino,m,802.29,27,NA,marrón,NA,38
Cuy Andino,m,669.4,29,18,blancoo,Sano,21
Andino,m,736.67,30,18,Blanco,sano,49
Cuy Abisinio,Macho,505.2,23,16,Negro,Sano,52
Cuy Andino,M,689.55,24,18,rojizo,Sano,42
andino,M,748.24,25,16,blanco,gordo,51
Cuy híbrido,macho,NA,31,16,blanco,NA,12
Cuy Híbrido,h,569.99,NA,NA,Marrón,NA,46
Peruano,h,622.07,NA,17,negro,Sano,44
Cuy Peruano,Macho,728.94,22,19,pintado,sano,34
peruano,H,505.18,24,18,Marrón,flaco,66
Cuy Abisinio,Macho,640.95,20,16,Pintado,gordo,35
Cuy abisinio,m,753.57,25,16,Negro,gordo,29
peruano,Macho,719.58,27,20,Blanco,Sano,49
andino,H,634.99,NA,15,negro,Gordo,28
Cuy Abisinio,Macho,478.44,22,17,Marrón Oscuro,sano,61
Hibrido,macho,1488.47,21,NA,pintado,NA,46
peruano,h,685.45,27,18,blanco,Sano,35
Cuy americano,M,883.79,27,NA,negro,NA,30
Cuy Peruano,hembra,616.29,NA,NA,negro,NA,50
hibrido,H,748.13,24,17,tricolor,gordo,56
Cuy peruano,Macho,750.07,27,21,marrón,sano,16
Cuy Andino,Macho,760.73,27,NA,Blanco,NA,25
Cuy Peruano,Macho,1021.77,28,22,pintado,sano,59
Andino,H,770.96,29,NA,Tricolor,NA,57
Cuy Peruano,macho,876.39,28,20,blanco,sano,16
andino,h,720.5,24,17,blanco,sano,65
andino,Macho,929.68,24,NA,marrón,NA,42
Cuy peruano,m,590.16,26,18,negro,sano,27
peruano,hembra,778.56,25,20,Blanco,Sano,26
Cuy Andino,Macho,902.26,23,NA,Tricolor,NA,34
peruano,h,566.26,NA,18,Marrón,sano,19
Cuy peruano,Hembra,NA,31,NA,marrón,NA,61
hibrido,M,741.1,21,NA,Tricolor,NA,18
Peruano,H,NA,28,NA,Blanco,NA,34
Peruano,H,NA,25,17,Marrón,NA,41
Cuy peruano,Macho,996.56,26,21,Pintado,Sano,63
Cuy peruano,macho,967.88,26,21,Blanco,Sano,40
peruano,Macho,734.58,33,19,Blanco,Sano,31
Cuy Peruano,H,786.75,28,19,Pintado,Sano,63
Andino,macho,910.63,28,17,negro,Gordo,23
peruano,macho,801.27,27,19,Pintado,Sano,49
Cuy peruano,H,813.02,NA,15,Blanco,gordo,26
Cuy Peruano,Macho,672.17,NA,NA,Negro,NA,38
andino,macho,NA,NA,NA,Negro,NA,26
Andino,hembra,790.11,25,NA,tricolor,NA,47
Cuy Andino,Macho,713.89,NA,18,marrón,Sano,53
Cuy Americano,h,806.38,28,21,blanco,Sano,31
andino,h,766.45,21,17,Negro,Gordo,36
Cuy Americano,m,NA,35,22,negro,NA,48
Peruano,macho,944.4,25,22,Blanco,sano,50
Cuy Abisinio,m,557.76,26,15,Negro,Gordo,34
Cuy peruano,Macho,928.19,23,22,Blanco,Sano,24
